,val_loss,val_accuracy,loss,accuracy,lr
0,2.5678360640207925,0.10016666352748871,0.21185582586571022,0.9412592649459839,0.0010000000474974513
1,3.7164349193572996,0.10016666352748871,0.0443560595639326,0.9872221946716309,0.0010000000474974513
2,5.334535353342692,0.10016666352748871,0.027482670513568102,0.9916481375694275,0.0010000000474974513
3,6.710158996582031,0.19466666877269745,0.022619757685120458,0.9933518767356873,0.0010000000474974513
4,6.25405615234375,0.19066666066646576,0.017034822401625137,0.9945555329322815,0.0010000000474974513
5,7.765396990458171,0.19499999284744263,0.014201319885474665,0.9957592487335205,0.0010000000474974513
6,6.214206381479899,0.21316666901111603,0.013222497807056815,0.9955370426177979,0.0010000000474974513
7,3.5532475096384686,0.48100000619888306,0.010659512799647119,0.9964814782142639,0.0010000000474974513
8,2.2515556297302246,0.6503333449363708,0.009781695838603709,0.996925950050354,0.0010000000474974513
9,0.4500164816379547,0.8773333430290222,0.008284210864523495,0.9973333477973938,0.0010000000474974513
10,0.08656878125667572,0.9769999980926514,0.00709070392008181,0.9977222084999084,0.0010000000474974513
11,0.03259729898472627,0.9904999732971191,0.00650987046957016,0.9980000257492065,0.0010000000474974513
12,0.03585810868938764,0.9908333420753479,0.005766874193869255,0.9981296062469482,0.0010000000474974513
13,0.029172022049625716,0.9926666617393494,0.005923024586781307,0.9980370402336121,0.0010000000474974513
14,0.02786006458600362,0.9938333630561829,0.00478390162948657,0.9984259009361267,0.0010000000474974513
15,0.02985519452393055,0.9941666722297668,0.00425840058191507,0.9985926151275635,0.0010000000474974513
16,0.02865381322801113,0.9929999709129333,0.004188098591131469,0.9986666440963745,0.0010000000474974513
17,0.02308030913521846,0.9940000176429749,0.0033867287919339207,0.9988333582878113,0.0010000000474974513
18,0.02687896994501352,0.9946666955947876,0.0037358218035143283,0.9986481666564941,0.0010000000474974513
19,0.02350245030224323,0.9950000047683716,0.0036175930630415677,0.9988148212432861,0.0010000000474974513
20,0.02576650572568178,0.9953333139419556,0.0029643984143794687,0.9990741014480591,0.0010000000474974513
21,0.025505659895638626,0.9944999814033508,0.0027995618267191782,0.9991481304168701,0.0010000000474974513
22,0.026519743074973425,0.9950000047683716,0.0026299198395400136,0.9990184903144836,0.0010000000474974513
23,0.027985317828754585,0.9934999942779541,0.0027392820024655924,0.9991296529769897,0.0010000000474974513
24,0.028369713132580122,0.9944999814033508,0.0017837977108580096,0.9994629621505737,0.0005000000237487257
25,0.02531503894428412,0.9953333139419556,0.001415760559435175,0.9995370507240295,0.0005000000237487257
26,0.025632779541114967,0.9951666593551636,0.0011722801786597334,0.9996111392974854,0.0005000000237487257
27,0.024037308322886627,0.9958333373069763,0.000810103107959515,0.999740719795227,0.0002500000118743628
28,0.023470432808001835,0.9953333139419556,0.000536862478453528,0.9998518228530884,0.0002500000118743628
29,0.02489458832144737,0.9950000047683716,0.0005869816071483203,0.9998888969421387,0.0002500000118743628
